DEPREG,MUPREG,MESREG,AÑOREG,DIAOCU,MESOCU,DEPOCU,MUPOCU,EDADHOM,EDADMUJ,PUEHOM,PUEMUJ,NACHOM,NACMUJ,ESCHOM,ESCMUJ,CIUOHOM,CIUOMUJ
1,0101,8,2014,30,4,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,8,2014,26,6,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,8,2014,27,6,1,0101,999,999,9,9,320,320,1,9,NEOG,NEOG
1,0101,8,2014,12,6,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,8,2014,9,4,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,8,2014,28,4,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,8,2014,24,7,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,8,2014,10,4,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,8,2014,3,7,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,8,2014,26,6,1,0108,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,8,2014,4,7,1,0108,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,8,2014,3,6,1,0108,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0108,8,2014,16,6,1,0108,999,999,9,9,320,320,1,1,NEOG,NEOG
1,0115,8,2014,27,3,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0115,8,2014,3,6,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0115,8,2014,19,6,5,0501,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,9,2014,17,7,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,9,2014,25,6,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,9,2014,28,4,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,9,2014,27,6,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,9,2014,29,5,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,9,2014,22,7,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,9,2014,16,6,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,9,2014,24,7,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,9,2014,16,5,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,9,2014,25,4,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,9,2014,17,7,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,9,2014,18,7,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,9,2014,4,9,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,9,2014,3,4,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,9,2014,18,7,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,9,2014,17,2,1,0101,999,999,9,9,320,320,9,1,NEOG,NEOG
1,0101,9,2014,31,7,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,9,2014,1,7,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,9,2014,5,8,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,9,2014,16,5,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,9,2014,10,7,1,0108,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,9,2014,31,1,1,0108,999,999,9,9,320,320,1,1,NEOG,NEOG
1,0108,9,2014,9,4,1,0108,999,999,9,9,320,320,1,1,NEOG,NEOG
1,0114,9,2014,8,8,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0115,9,2014,15,7,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0115,9,2014,8,8,1,0115,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0115,9,2014,16,6,1,0115,999,999,9,9,320,320,9,9,NEOG,NEOG
2,0203,2,2014,24,1,2,0203,999,999,9,9,320,320,9,9,NEOG,NEOG
2,0207,3,2014,21,2,2,0207,999,999,9,9,320,320,9,9,NEOG,NEOG
2,0207,3,2014,21,2,2,0207,999,999,9,9,320,320,9,9,NEOG,NEOG
2,0201,9,2014,4,8,2,0207,999,999,9,9,320,320,9,9,NEOG,NEOG
3,0314,2,2014,8,1,3,0314,999,999,9,9,320,320,9,9,NEOG,NEOG
3,0301,8,2014,5,5,3,0309,999,999,9,9,320,320,9,9,NEOG,NEOG
4,0401,6,2014,5,6,1,0101,999,999,9,9,320,320,1,9,NEOG,NEOG
5,0502,3,2014,20,2,10,1003,999,999,9,9,320,320,9,9,NEOG,NEOG
5,0501,9,2014,7,8,5,0501,999,999,9,9,320,320,9,9,NEOG,NEOG
5,0502,9,2014,11,7,5,0502,999,999,9,9,320,320,9,9,NEOG,NEOG
5,0502,9,2014,19,5,5,0502,999,999,9,9,320,320,1,9,NEOG,NEOG
6,0609,4,2014,19,2,6,0609,999,999,9,9,320,320,9,9,NEOG,NEOG
6,0601,6,2014,4,3,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
6,0611,6,2014,28,3,6,0611,999,999,9,9,320,320,9,9,NEOG,NEOG
6,0601,9,2014,12,8,6,0602,999,999,4,4,320,320,3,2,NEOG,NEOG
6,0604,9,2014,25,7,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
7,0701,8,2014,23,6,7,0701,999,999,1,4,320,320,1,1,NEOG,NEOG
7,0701,8,2014,23,7,5,0504,999,999,4,9,320,320,1,9,NEOG,NEOG
8,0805,3,2014,5,2,8,0805,999,999,1,1,320,320,1,1,NEOG,NEOG
8,0803,5,2014,7,2,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
9,0916,3,2014,3,3,9,0901,999,999,9,9,320,320,9,9,NEOG,NEOG
9,0909,4,2014,10,2,9,0909,999,999,1,4,320,320,4,4,NEOG,NEOG
9,0920,4,2014,19,2,9,0920,999,999,9,9,320,320,9,9,NEOG,NEOG
9,0920,5,2014,20,2,9,0920,999,999,9,9,320,320,9,9,NEOG,NEOG
9,0920,6,2014,9,4,9,0920,999,999,4,4,320,320,9,9,NEOG,NEOG
9,0901,7,2014,21,5,9,0901,999,999,9,9,320,320,9,9,NEOG,NEOG
9,0901,7,2014,21,5,9,0901,999,999,9,9,320,320,9,9,NEOG,NEOG
9,0901,7,2014,17,6,9,0901,999,999,9,9,320,320,9,9,NEOG,NEOG
9,0920,8,2014,25,2,9,0920,999,999,9,9,320,320,9,9,NEOG,NEOG
9,0920,8,2014,17,2,9,0920,999,999,9,9,320,320,9,9,NEOG,NEOG
10,1001,3,2014,29,1,10,1001,999,999,9,9,320,320,1,9,NEOG,NEOG
10,1001,3,2014,13,2,10,1001,999,999,9,9,320,320,9,9,NEOG,NEOG
10,1004,4,2014,9,1,10,1004,999,999,9,9,320,320,9,9,NEOG,NEOG
10,1001,6,2014,22,5,10,1010,999,999,9,9,320,320,9,9,NEOG,NEOG
10,1008,6,2014,5,6,10,1008,999,999,9,9,320,320,9,9,NEOG,NEOG
10,1010,8,2014,10,7,10,1010,999,999,9,9,320,320,9,9,NEOG,NEOG
10,1009,9,2014,17,7,1,0108,999,999,9,9,320,320,3,3,NEOG,NEOG
12,1202,5,2014,28,3,12,1202,999,999,9,9,320,320,9,9,NEOG,NEOG
15,1501,9,2014,28,8,15,1501,999,999,9,9,320,320,9,9,NEOG,NEOG
16,1601,6,2014,24,2,16,1601,999,999,4,4,320,320,9,9,NEOG,NEOG
16,1602,9,2014,20,6,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
18,1801,9,2014,19,8,18,1801,999,999,9,9,320,320,9,9,NEOG,NEOG
19,1901,2,2014,23,1,19,1901,999,999,9,9,320,320,9,9,NEOG,NEOG
19,1901,6,2014,28,3,19,1901,999,999,9,9,320,320,9,9,NEOG,NEOG
19,1901,7,2014,27,3,1,0115,999,999,9,9,320,320,9,9,NEOG,NEOG
20,2004,8,2014,11,4,20,2004,999,999,9,9,320,320,9,9,NEOG,NEOG
21,2101,2,2014,27,1,21,2101,999,999,9,9,320,320,9,9,NEOG,NEOG
21,2101,3,2014,14,2,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
21,2101,6,2014,14,5,21,2101,999,999,9,9,320,320,9,9,NEOG,NEOG
21,2101,7,2014,26,6,21,2101,999,999,9,9,320,320,9,9,NEOG,NEOG
21,2101,8,2014,22,7,21,2101,999,999,9,9,320,320,9,9,NEOG,NEOG
22,2202,2,2014,5,2,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
22,2211,6,2014,25,3,22,2211,999,999,9,4,320,320,9,2,NEOG,NEOG
9,0920,3,2014,3,3,9,0920,999,999,4,4,320,320,9,9,NEOG,NEOG
1,0101,8,2014,18,3,1,0108,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,8,2014,24,6,3,0302,39,36,4,4,320,720,9,9,NEOG,NEOG
21,2101,9,2014,14,8,21,2106,23,22,4,4,320,840,4,9,NEOG,NEOG
1,0101,2,2014,27,1,1,0101,999,999,9,9,320,840,9,9,NEOG,NEOG
1,0101,6,2014,2,5,1,0101,999,999,9,9,320,840,9,9,NEOG,NEOG
1,0101,9,2014,31,7,1,0101,999,999,9,9,320,840,9,9,NEOG,NEOG
1,0101,9,2014,4,7,3,0301,43,34,4,4,320,222,1,1,NEOG,NEOG
1,0101,6,2014,29,4,1,0101,24,24,4,4,320,320,4,4,NEOG,NEOG
1,0101,3,2014,16,1,1,0101,29,29,4,4,320,320,5,4,NEOG,NEOG
1,0101,5,2014,2,4,1,0101,30,31,4,4,320,320,5,5,NEOG,NEOG
1,0101,6,2014,15,4,1,0101,53,48,9,4,320,320,1,4,NEOG,NEOG
1,0101,4,2014,21,2,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,7,2014,20,2,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
20,2008,7,2014,21,5,20,2008,999,999,9,9,320,320,9,9,NEOG,NEOG
2,0201,9,2014,2,9,2,0204,20,19,4,4,320,320,2,2,IGNORADO,NEOG
18,1801,4,2014,20,1,18,1801,24,20,9,4,320,320,9,3,IGNORADO,NEOG
15,1502,2,2014,21,1,15,1502,28,20,9,9,320,320,3,1,IGNORADO,NEOG
22,2203,6,2014,5,6,5,0513,20,21,4,4,320,320,9,4,IGNORADO,NEOG
4,0401,7,2014,13,3,4,0401,999,24,9,4,320,320,9,4,IGNORADO,NEOG
1,0101,7,2014,20,3,1,0110,27,26,9,9,320,320,1,1,IGNORADO,NEOG
9,0901,6,2014,15,5,9,0901,28,28,4,4,320,320,9,4,IGNORADO,NEOG
1,0101,6,2014,7,3,1,0101,29,28,9,4,320,320,9,4,IGNORADO,NEOG
11,1101,8,2014,5,6,9,0919,999,29,9,4,320,320,9,2,IGNORADO,NEOG
5,0501,6,2014,27,3,5,0501,34,31,9,4,320,320,9,3,IGNORADO,NEOG
22,2205,7,2014,3,6,22,2201,43,33,9,4,320,320,9,2,IGNORADO,NEOG
9,0914,9,2014,7,8,9,0914,35,34,9,1,320,320,9,4,IGNORADO,NEOG
10,1006,9,2014,7,2,10,1006,999,38,9,1,320,320,9,9,IGNORADO,NEOG
5,0501,5,2014,28,4,5,0501,28,999,9,9,320,320,9,9,IGNORADO,NEOG
1,0101,8,2014,16,6,1,0101,38,999,9,9,320,320,9,9,IGNORADO,NEOG
1,0101,6,2014,3,3,1,0101,999,999,9,9,320,320,9,9,IGNORADO,NEOG
1,0101,6,2014,22,4,1,0101,999,999,9,9,320,320,9,9,IGNORADO,NEOG
1,0101,8,2014,27,6,1,0101,999,999,9,9,320,320,9,9,IGNORADO,NEOG
9,0917,4,2014,6,1,9,0917,26,19,4,4,320,320,4,9,31,NEOG
5,0501,6,2014,12,5,5,0501,29,23,4,4,320,320,4,4,31,NEOG
1,0101,7,2014,14,4,1,0101,33,30,4,9,320,320,5,1,24,NEOG
1,0101,8,2014,23,4,1,0101,999,999,9,9,320,222,9,9,24,NEOG
13,1327,7,2014,10,6,13,1327,24,24,4,4,320,320,4,4,23,NEOG
1,0114,7,2014,21,4,7,0701,25,24,1,1,320,320,4,4,23,NEOG
16,1601,6,2014,12,2,18,1801,54,61,4,4,320,320,2,4,71,NEOG
1,0101,9,2014,3,7,1,0101,36,35,4,4,320,320,5,5,11,NEOG
1,0101,7,2014,14,5,1,0101,31,31,4,4,320,320,5,5,22,NEOG
1,0101,7,2014,21,4,1,0108,41,31,4,4,320,320,4,5,24,NEOG
4,0401,2,2014,20,1,4,0405,999,999,4,4,320,320,4,4,43,NEOG
1,0101,8,2014,26,5,1,0101,999,999,9,9,320,320,9,9,43,NEOG
5,0501,6,2014,12,2,5,0510,51,37,4,4,320,320,2,4,61,NEOG
2,0201,6,2014,26,5,2,0201,36,65,9,9,320,320,1,1,61,NEOG
9,0901,5,2014,3,3,9,0901,41,999,4,9,320,320,5,5,71,NEOG
1,0101,3,2014,20,2,1,0101,43,999,4,9,320,320,9,1,72,NEOG
10,1001,9,2014,6,2,10,1003,28,26,4,4,320,320,1,4,NEOG,NEOG
1,0101,5,2014,21,1,9,0901,30,30,4,4,320,320,5,4,NEOG,NEOG
2,0203,1,2014,9,1,2,0203,37,42,4,4,320,320,9,4,NEOG,NEOG
1,0114,1,2014,17,1,1,0114,999,999,9,9,320,320,9,9,NEOG,NEOG
11,1101,9,2014,24,7,11,1101,25,29,9,9,320,320,9,9,NEOG,NEOG
1,0101,3,2014,13,2,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
2,0203,9,2014,24,4,2,0203,999,999,9,9,320,320,9,9,NEOG,NEOG
17,1705,6,2014,23,4,17,1703,999,999,9,9,320,320,9,9,NEOG,NEOG
20,2009,7,2014,13,3,20,2009,999,999,9,9,320,320,1,1,NEOG,NEOG
1,0110,7,2014,15,5,1,0110,999,28,9,1,320,320,9,2,51,NEOG
5,0501,5,2014,28,2,5,0501,44,999,4,9,320,320,4,9,12,IGNORADO
1,0101,6,2014,29,4,1,0101,46,999,9,9,320,320,4,9,13,IGNORADO
1,0101,6,2014,17,3,16,1603,45,40,4,4,320,320,5,5,21,IGNORADO
13,1301,3,2014,28,1,13,1301,48,50,4,4,320,320,5,5,21,IGNORADO
14,1421,6,2014,9,5,14,1421,49,44,5,9,320,320,5,9,21,IGNORADO
10,1001,9,2014,7,8,10,1008,44,999,1,1,320,320,5,1,23,IGNORADO
1,0101,3,2014,27,1,1,0115,42,36,4,9,320,320,4,9,23,IGNORADO
22,2201,6,2014,29,4,22,2201,32,999,4,9,320,320,4,9,23,IGNORADO
22,2201,5,2014,14,4,22,2201,34,999,4,9,320,320,4,9,23,IGNORADO
9,0901,6,2014,27,2,9,0901,49,999,9,9,320,320,1,1,23,IGNORADO
3,0302,6,2014,24,3,3,0301,999,999,9,9,320,320,9,9,23,IGNORADO
13,1324,5,2014,22,1,13,1324,999,999,9,9,320,320,9,9,23,IGNORADO
13,1324,8,2014,3,7,13,1324,999,999,9,9,320,320,9,9,23,IGNORADO
18,1801,3,2014,24,2,18,1801,999,999,9,9,320,320,9,9,23,IGNORADO
1,0101,5,2014,22,4,1,0101,999,999,9,9,320,320,9,9,23,IGNORADO
1,0101,9,2014,17,7,1,0101,999,999,9,9,320,320,9,9,23,IGNORADO
22,2202,5,2014,21,4,22,2202,47,999,4,9,320,320,5,9,26,IGNORADO
1,0115,4,2014,4,3,1,0115,999,999,9,9,320,320,9,9,31,IGNORADO
18,1801,3,2014,21,1,18,1801,999,999,9,9,320,320,9,9,31,IGNORADO
1,0101,5,2014,31,3,7,0719,46,999,1,9,320,320,4,9,31,IGNORADO
1,0101,6,2014,17,3,2,0201,28,29,9,9,320,320,4,5,33,IGNORADO
22,2201,4,2014,3,2,22,2201,31,36,4,9,320,320,4,9,33,IGNORADO
13,1301,9,2014,7,8,13,1301,30,999,4,9,320,320,4,9,33,IGNORADO
9,0917,7,2014,13,2,9,0917,31,999,4,9,320,320,4,9,33,IGNORADO
13,1301,6,2014,7,3,13,1301,34,999,4,9,320,320,4,1,33,IGNORADO
4,0415,6,2014,9,4,4,0415,26,26,4,9,320,320,4,9,35,IGNORADO
4,0412,3,2014,3,2,4,0412,29,999,4,9,320,320,4,9,35,IGNORADO
5,0507,4,2014,24,1,5,0501,41,999,4,9,320,320,4,9,35,IGNORADO
3,0301,4,2014,10,3,3,0301,42,999,4,9,320,320,4,9,35,IGNORADO
18,1801,9,2014,8,7,18,1801,999,999,9,4,320,320,9,9,35,IGNORADO
18,1801,9,2014,8,7,18,1801,999,999,9,4,320,320,9,9,35,IGNORADO
22,2201,4,2014,8,4,22,2201,999,999,9,9,320,320,9,9,35,IGNORADO
1,0101,3,2014,24,1,1,0101,48,999,4,9,320,320,4,9,41,IGNORADO
1,0101,7,2014,27,5,18,1801,999,999,9,9,320,320,9,9,41,IGNORADO
22,2201,8,2014,13,3,22,2201,26,22,4,9,320,320,4,9,43,IGNORADO
1,0101,8,2014,19,6,1,0101,35,999,4,9,320,320,4,9,43,IGNORADO
6,0608,7,2014,17,6,6,0608,999,999,9,9,320,320,9,9,43,IGNORADO
20,2001,5,2014,14,3,20,2001,999,999,9,9,320,320,1,1,43,IGNORADO
20,2001,8,2014,7,4,20,2001,999,999,9,9,320,320,9,9,43,IGNORADO
1,0101,6,2014,19,2,22,2207,999,999,9,9,320,320,9,9,43,IGNORADO
1,0101,7,2014,31,1,1,0101,36,999,4,9,320,320,3,9,52,IGNORADO
17,1712,9,2014,19,5,8,0805,999,999,9,9,320,320,1,9,52,IGNORADO
20,2001,6,2014,26,3,20,2001,999,999,9,9,320,320,9,9,52,IGNORADO
11,1109,9,2014,19,5,11,1109,999,999,4,4,320,320,1,1,61,IGNORADO
1,0101,5,2014,17,3,12,1228,34,29,4,9,320,320,2,1,61,IGNORADO
1,0101,6,2014,3,6,17,1702,42,29,9,9,320,320,1,1,61,IGNORADO
22,2212,4,2014,26,2,22,2212,30,31,4,9,320,320,2,9,61,IGNORADO
10,1001,7,2014,19,6,10,1001,36,34,9,9,320,320,1,9,61,IGNORADO
12,1217,8,2014,10,3,12,1217,42,38,4,4,320,320,2,9,61,IGNORADO
7,0713,8,2014,12,6,7,0713,51,39,4,4,320,320,3,3,61,IGNORADO
12,1225,3,2014,24,1,12,1225,46,46,4,9,320,320,2,1,61,IGNORADO
9,0917,5,2014,1,4,9,0921,47,47,4,9,320,320,2,9,61,IGNORADO
1,0111,4,2014,21,3,1,0111,31,999,4,9,320,320,2,9,61,IGNORADO
22,2207,8,2014,13,6,22,2207,33,999,4,9,320,320,2,9,61,IGNORADO
12,1230,8,2014,3,7,12,1218,36,999,4,9,320,320,9,9,61,IGNORADO
13,1301,7,2014,26,5,13,1301,38,999,4,9,320,320,2,1,61,IGNORADO
15,1504,5,2014,1,4,15,1504,39,999,4,9,320,320,2,1,61,IGNORADO
21,2101,7,2014,25,6,2,0206,45,999,4,9,320,320,2,9,61,IGNORADO
6,0613,3,2014,5,3,6,0613,47,999,4,9,320,320,1,9,61,IGNORADO
17,1712,4,2014,26,3,22,2204,47,999,4,9,320,320,3,9,61,IGNORADO
4,0415,6,2014,24,1,4,0415,53,999,4,9,320,320,2,9,61,IGNORADO
5,0508,6,2014,24,4,5,0508,58,999,4,9,320,320,2,9,61,IGNORADO
22,2205,7,2014,29,4,22,2205,58,999,4,9,320,320,2,1,61,IGNORADO
13,1301,9,2014,4,4,13,1301,68,999,4,9,320,320,1,9,61,IGNORADO
1,0101,5,2014,3,3,5,0513,999,999,9,9,320,320,9,9,61,IGNORADO
1,0101,7,2014,8,5,1,0101,999,999,9,9,320,320,9,9,61,IGNORADO
3,0304,4,2014,18,2,3,0304,999,999,9,9,320,320,9,9,61,IGNORADO
3,0304,6,2014,26,5,3,0304,999,999,9,9,320,320,9,9,61,IGNORADO
5,0506,6,2014,23,4,5,0513,999,999,9,9,320,320,9,9,61,IGNORADO
5,0513,9,2014,26,3,5,0513,999,999,9,9,320,320,9,9,61,IGNORADO
9,0904,5,2014,11,4,9,0904,999,999,9,9,320,320,1,1,61,IGNORADO
13,1304,8,2014,9,7,13,1304,999,999,9,9,320,320,9,9,61,IGNORADO
15,1505,5,2014,10,2,15,1505,999,999,9,9,320,320,9,9,61,IGNORADO
17,1701,6,2014,23,5,17,1701,999,999,9,9,320,320,9,9,61,IGNORADO
17,1712,6,2014,8,4,17,1711,999,999,9,9,320,320,1,9,61,IGNORADO
17,1703,7,2014,6,5,17,1703,999,999,4,4,320,320,1,1,61,IGNORADO
18,1801,3,2014,17,1,18,1801,999,999,9,9,320,320,9,9,61,IGNORADO
18,1801,5,2014,28,3,18,1801,999,999,9,9,320,320,9,9,61,IGNORADO
20,2001,4,2014,6,2,20,2001,999,999,9,9,320,320,9,9,61,IGNORADO
20,2001,5,2014,2,4,20,2001,999,999,9,9,320,320,9,9,61,IGNORADO
21,2101,2,2014,14,1,18,1801,999,999,9,9,320,320,9,9,61,IGNORADO
21,2101,4,2014,26,3,17,1711,999,999,9,9,320,320,9,9,61,IGNORADO
22,2203,3,2014,13,2,22,2203,999,999,9,9,320,320,9,9,61,IGNORADO
22,2203,6,2014,12,5,22,2203,999,999,9,9,320,320,9,9,61,IGNORADO
22,2203,7,2014,2,7,22,2203,999,999,9,9,320,320,9,1,61,IGNORADO
22,2203,7,2014,25,6,22,2203,999,999,9,9,320,320,9,9,61,IGNORADO
22,2203,8,2014,3,7,22,2203,999,999,9,9,320,320,9,9,61,IGNORADO
22,2201,9,2014,11,8,22,2201,999,999,9,9,320,320,9,9,61,IGNORADO
22,2201,9,2014,11,8,22,2201,999,999,9,9,320,320,9,9,61,IGNORADO
22,2215,9,2014,12,8,22,2215,999,999,9,9,320,320,9,9,61,IGNORADO
7,0701,4,2014,7,1,7,0701,55,999,1,1,320,320,1,9,61,IGNORADO
20,2011,6,2014,7,5,22,2207,34,30,4,9,320,320,3,9,61,IGNORADO
22,2205,8,2014,6,6,22,2205,62,999,4,9,320,320,9,9,61,IGNORADO
1,0102,7,2014,25,6,1,0102,36,999,4,9,320,320,2,9,71,IGNORADO
18,1802,9,2014,26,8,18,1801,40,999,2,9,320,320,3,9,71,IGNORADO
16,1601,7,2014,10,3,16,1604,999,999,9,9,320,320,9,9,71,IGNORADO
20,2001,6,2014,7,3,20,2001,999,999,9,9,320,320,9,9,71,IGNORADO
22,2203,5,2014,5,3,22,2203,999,999,9,9,320,320,9,9,71,IGNORADO
1,0114,7,2014,4,6,1,0114,35,999,4,9,320,320,4,9,71,IGNORADO
20,2007,8,2014,1,7,20,2007,46,999,4,9,320,320,4,9,71,IGNORADO
4,0415,7,2014,28,5,4,0415,57,53,4,4,320,320,1,1,71,IGNORADO
16,1601,7,2014,28,3,16,1605,24,17,4,4,320,320,3,9,72,IGNORADO
18,1801,3,2014,5,2,18,1801,999,999,9,9,320,320,9,9,72,IGNORADO
18,1804,3,2014,17,1,18,1804,47,999,4,4,320,320,4,9,72,IGNORADO
14,1401,7,2014,16,6,14,1401,50,999,1,9,320,320,2,2,72,IGNORADO
5,0501,7,2014,9,4,5,0501,52,999,4,9,320,320,1,9,72,IGNORADO
21,2101,5,2014,28,4,21,2101,999,999,9,9,320,320,9,9,72,IGNORADO
20,2001,7,2014,26,2,20,2001,999,999,9,9,320,320,9,9,73,IGNORADO
22,2202,6,2014,29,4,22,2202,45,999,4,9,320,320,2,9,75,IGNORADO
22,2203,2,2014,7,2,22,2203,999,999,9,9,320,320,1,9,75,IGNORADO
14,1401,3,2014,29,1,14,1401,31,20,1,9,320,320,2,9,81,IGNORADO
9,0920,9,2014,2,9,9,0920,34,31,4,9,320,320,4,9,81,IGNORADO
11,1101,7,2014,7,4,11,1101,33,999,4,9,320,320,4,9,81,IGNORADO
3,0308,5,2014,27,3,3,0308,999,999,9,9,320,320,9,9,81,IGNORADO
1,0109,7,2014,16,5,1,0109,999,999,1,1,320,320,1,1,81,IGNORADO
4,0403,4,2014,28,1,4,0403,37,999,4,9,320,320,4,9,83,IGNORADO
5,0501,4,2014,23,1,5,0501,40,999,4,9,320,320,3,9,83,IGNORADO
13,1301,7,2014,27,5,13,1301,40,999,4,9,320,320,3,9,83,IGNORADO
1,0101,3,2014,7,1,1,0101,42,999,4,9,320,320,2,9,83,IGNORADO
18,1801,5,2014,1,4,18,1801,999,999,9,9,320,320,9,9,83,IGNORADO
9,0901,8,2014,27,6,9,0901,32,30,4,4,320,320,2,4,83,IGNORADO
22,2203,3,2014,5,3,22,2203,39,36,4,9,320,320,9,9,92,IGNORADO
12,1219,5,2014,28,1,12,1219,55,999,4,9,320,320,1,9,92,IGNORADO
7,0710,3,2014,12,2,7,0710,999,999,9,9,320,320,9,9,92,IGNORADO
10,1001,5,2014,8,4,10,1001,999,999,9,9,320,320,9,9,92,IGNORADO
20,2001,2,2014,6,1,20,2001,999,999,9,9,320,320,9,9,92,IGNORADO
22,2201,2,2014,23,1,22,2201,999,999,9,9,320,320,9,9,92,IGNORADO
22,2201,2,2014,24,1,22,2201,999,999,9,9,320,320,9,9,92,IGNORADO
22,2201,2,2014,15,1,22,2201,999,999,9,9,320,320,9,9,92,IGNORADO
22,2202,4,2014,10,2,22,2203,999,999,9,9,320,320,9,9,92,IGNORADO
22,2203,4,2014,19,3,22,2203,999,999,9,9,320,320,9,9,92,IGNORADO
22,2201,5,2014,31,3,22,2201,999,999,9,9,320,320,9,9,92,IGNORADO
1,0101,5,2014,24,3,1,0101,999,999,9,9,320,222,1,1,NEOG,IGNORADO
1,0101,6,2014,7,3,1,0101,999,999,9,9,320,320,1,1,NEOG,IGNORADO
19,1902,6,2014,5,5,19,1902,27,24,9,9,320,320,1,9,NEOG,IGNORADO
9,0901,7,2014,9,1,9,0901,35,30,4,4,320,320,1,1,NEOG,IGNORADO
22,2201,8,2014,16,7,22,2201,41,33,9,9,320,320,1,9,NEOG,IGNORADO
4,0401,9,2014,21,7,12,1221,40,37,4,9,320,320,4,9,NEOG,IGNORADO
13,1301,5,2014,19,3,17,1702,36,38,9,9,320,320,1,1,NEOG,IGNORADO
1,0101,9,2014,4,6,1,0101,43,41,9,9,320,320,1,1,NEOG,IGNORADO
11,1101,3,2014,4,2,11,1101,33,999,9,9,320,320,1,9,NEOG,IGNORADO
18,1801,3,2014,7,2,18,1801,37,999,4,9,320,320,4,9,NEOG,IGNORADO
1,0103,5,2014,25,2,1,0103,38,999,4,9,320,320,9,9,NEOG,IGNORADO
6,0613,7,2014,12,6,6,0613,40,999,9,9,320,320,4,9,NEOG,IGNORADO
1,0101,3,2014,13,3,3,0301,999,999,4,4,320,320,1,1,NEOG,IGNORADO
1,0101,3,2014,30,1,1,0115,999,999,9,9,320,320,9,1,NEOG,IGNORADO
1,0101,5,2014,13,2,1,0101,999,999,9,9,320,320,9,9,NEOG,IGNORADO
1,0101,6,2014,21,3,1,0101,999,999,9,9,320,320,9,9,NEOG,IGNORADO
1,0114,7,2014,29,5,1,0114,999,999,9,9,320,320,9,9,NEOG,IGNORADO
1,0101,8,2014,11,7,18,1801,999,999,9,9,320,320,9,9,NEOG,IGNORADO
1,0101,9,2014,22,5,1,0101,999,999,9,9,320,320,9,9,NEOG,IGNORADO
3,0302,3,2014,3,3,1,0101,999,999,9,9,320,320,9,9,NEOG,IGNORADO
3,0301,6,2014,28,3,3,0301,999,999,9,9,320,320,9,9,NEOG,IGNORADO
3,0303,6,2014,23,5,3,0303,999,999,9,9,320,320,9,9,NEOG,IGNORADO
3,0303,8,2014,17,7,3,0303,999,999,9,9,320,320,9,9,NEOG,IGNORADO
